Substance_SID,Compound_CID,Data_Source,External_ID,Synonyms,Last_Modified_Date,Deposit_Date,Data_Source_Category,LTKBID,Compound Name,Severity Class,Label Section,vDILIConcern,Version,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,SMILES,PUBCHEM_XLOGP3_AA,PUBCHEM_BONDANNOTATIONS,PUBCHEM_NONSTANDARDBOND
440791111,73303,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00623,Doripenem,20231222,20210312,Curation Efforts|Governmental Organizations,LT00623,doripenem,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,73303,1.0,780.0,10.0,5.0,7.0,AAADceBzuABgAAAAAAAAAAAAAABYAWIAAAAAAAAABAAAAAAAAAAAHgQQSAAADTzlwAaCCAPAAgiIAAXQWDAAAAAgABAACIGIAEgCVB4ggCAUUAAGtgC4EQOYAAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"(4R,5S,6S)-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-3-[(3S,5S)-5-[(sulfamoylamino)methyl]pyrrolidin-3-yl]sulfanyl-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","(4R,5S,6S)-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-3-[[(3S,5S)-5-[(sulfamoylamino)methyl]-3-pyrrolidinyl]thio]-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","(4<I>R</I>,5<I>S</I>,6<I>S</I>)-6-[(1<I>R</I>)-1-hydroxyethyl]-4-methyl-7-oxo-3-[(3<I>S</I>,5<I>S</I>)-5-[(sulfamoylamino)methyl]pyrrolidin-3-yl]sulfanyl-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","(4R,5S,6S)-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-3-[(3S,5S)-5-[(sulfamoylamino)methyl]pyrrolidin-3-yl]sulfanyl-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","(4R,5S,6S)-4-methyl-6-[(1R)-1-oxidanylethyl]-7-oxidanylidene-3-[(3S,5S)-5-[(sulfamoylamino)methyl]pyrrolidin-3-yl]sulfanyl-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","(4R,5S,6S)-6-[(1R)-1-hydroxyethyl]-7-keto-4-methyl-3-[[(3S,5S)-5-[(sulfamoylamino)methyl]pyrrolidin-3-yl]thio]-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","InChI=1S/C15H24N4O6S2/c1-6-11-10(7(2)20)14(21)19(11)12(15(22)23)13(6)26-9-3-8(17-5-9)4-18-27(16,24)25/h6-11,17-18,20H,3-5H2,1-2H3,(H,22,23)(H2,16,24,25)/t6-,7-,8+,9+,10-,11-/m1/s1",AVAACINZEOAHHE-VFZPANTDSA-N,,420.11372685,C15H24N4O6S2,420.5,196.0,420.11372685,0.0,27.0,6.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,-3.4,"21  1  5
13  28  6
14  29  5
15  20  5
23  27  5
19  4  6",
440791110,3033818,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00986,dolasetron,20250421,20210312,Curation Efforts|Governmental Organizations,LT00986,dolasetron,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,3033818,1.0,535.0,4.0,1.0,3.0,AAADceB7MAAAAAAAAAAAAAAAAAAAAWAAAAA8WLFiAAAYAFgB8AAAHgAQAAAADTzhngY8yPPJlACoA7T3TACCgCA1AiAI2aG4bNgIJvrAtbmGMYhm0AHI6ce8yPCOgAAAAAACAAAAAAAAAAQAAAAAAAAAAA==,"[(3S,7R)-10-oxo-8-azatricyclo[5.3.1.03,8]undecan-5-yl] 1H-indole-3-carboxylate","1H-indole-3-carboxylic acid [(3S,7R)-10-oxo-8-azatricyclo[5.3.1.03,8]undecan-5-yl] ester","[(3<I>S</I>,7<I>R</I>)-10-oxo-8-azatricyclo[5.3.1.0<SUP>3,8</SUP>]undecan-5-yl] 1<I>H</I>-indole-3-carboxylate","[(3S,7R)-10-oxo-8-azatricyclo[5.3.1.03,8]undecan-5-yl] 1H-indole-3-carboxylate","[(3S,7R)-10-oxidanylidene-8-azatricyclo[5.3.1.03,8]undecan-5-yl] 1H-indole-3-carboxylate","1H-indole-3-carboxylic acid [(3S,7R)-10-keto-8-azatricyclo[5.3.1.03,8]undecan-5-yl] ester","InChI=1S/C19H20N2O3/c22-18-10-21-12-5-11(18)6-13(21)8-14(7-12)24-19(23)16-9-20-17-4-2-1-3-15(16)17/h1-4,9,11-14,20H,5-8,10H2/t11?,12-,13+,14?",UKTAZPQNNNJVKR-AKJUYKBHSA-N,3.4,324.1473925,C19H20N2O3,324.4,62.4,324.1473925,0.0,24.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",O=C(OC1C[C@@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,,"17  18  8
17  19  8
18  20  8
18  21  8
20  22  8
21  23  8
22  24  8
23  24  8
5  19  8
5  20  8
6  25  5
7  26  6",
440791109,3016,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00230,diazepam,20250421,20210312,Curation Efforts|Governmental Organizations,LT00230,diazepam,4.0,Adverse reactions,Ambiguous DILI-concern,2.0,3016,1.0,403.0,2.0,0.0,1.0,AAADccB7IAAEAAAAAAAAAAAAAAAAAAAAAAAwYAAABAAAAAABQAAAHgIAAAAADArBmCQywIMAAACoAyVyVACCAAAhBwAIiACoZpgIYKLBk5GUIAhghgDIyAcQgMAOAABAIAACAAAAAIBAAAQAAAAAAAAAAA==,"7-chloro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one","7-chloro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one","7-chloro-1-methyl-5-phenyl-3<I>H</I>-1,4-benzodiazepin-2-one","7-chloro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one","7-chloranyl-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one","7-chloro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one","InChI=1S/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3",AAOVKJBEBIDNHE-UHFFFAOYSA-N,3.0,284.0716407,C16H13ClN2O,284.74,32.7,284.0716407,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,,"10  16  8
10  17  8
11  14  8
12  15  8
14  15  8
16  18  8
17  19  8
18  20  8
19  20  8
5  11  8
5  6  8
6  12  8",
440791108,71384,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01273,Dexrazoxane,20250421,20210312,Curation Efforts|Governmental Organizations,LT01273,dexrazoxane,4.0,Adverse reactions,Ambiguous DILI-concern,2.0,71384,1.0,404.0,6.0,2.0,3.0,AAADceBzuAAAAAAAAAAAAAAAAAAAAAAAAAAsWAAAAAAAAAAAAAAAHgAQAAAACCjBgAQCAAPAAAAIAAEQEAAAAAAAAAAAAACIAAAAQAAAACAUAAAAFCCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"4-[(2S)-2-(3,5-dioxopiperazin-1-yl)propyl]piperazine-2,6-dione","4-[(2S)-2-(3,5-dioxo-1-piperazinyl)propyl]piperazine-2,6-dione","4-[(2<I>S</I>)-2-(3,5-dioxopiperazin-1-yl)propyl]piperazine-2,6-dione","4-[(2S)-2-(3,5-dioxopiperazin-1-yl)propyl]piperazine-2,6-dione","4-[(2S)-2-[3,5-bis(oxidanylidene)piperazin-1-yl]propyl]piperazine-2,6-dione","4-[(2S)-2-(3,5-diketopiperazino)propyl]piperazine-2,6-quinone","InChI=1S/C11H16N4O4/c1-7(15-5-10(18)13-11(19)6-15)2-14-3-8(16)12-9(17)4-14/h7H,2-6H2,1H3,(H,12,16,17)(H,13,18,19)/t7-/m0/s1",BMKDZUISNHGIBY-ZETCQYMHSA-N,,268.117155,C11H16N4O4,268.27,98.8,268.117155,0.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-1.4,9  13  5,
440791107,5311068,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01063,DEXMEDETOMIDINE,20231222,20210312,Curation Efforts|Governmental Organizations,LT01063,dexmedetomidine,4.0,Adverse reactions,Ambiguous DILI-concern,2.0,5311068,1.0,205.0,1.0,1.0,2.0,AAADceBzAAAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAAABwAAAHAAQAAAADQjBHgQ/kJbJkACgAzRnZAACgC2xEqAJ2YA4cIiIaCLAmRGUIAAokAJIyCcQgMAOgAACAAAQAAAAAAQAACAAAAAAAAAAAA==,"5-[(1S)-1-(2,3-dimethylphenyl)ethyl]-1H-imidazole","5-[(1S)-1-(2,3-dimethylphenyl)ethyl]-1H-imidazole","5-[(1<I>S</I>)-1-(2,3-dimethylphenyl)ethyl]-1<I>H</I>-imidazole","5-[(1S)-1-(2,3-dimethylphenyl)ethyl]-1H-imidazole","5-[(1S)-1-(2,3-dimethylphenyl)ethyl]-1H-imidazole","5-[(1S)-1-(2,3-dimethylphenyl)ethyl]-1H-imidazole","InChI=1S/C13H16N2/c1-9-5-4-6-12(10(9)2)11(3)13-7-14-8-15-13/h4-8,11H,1-3H3,(H,14,15)/t11-/m0/s1",CUHVIMMYOGQXCV-NSHDSACASA-N,,200.131348519,C13H16N2,200.28,28.7,200.131348519,0.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Cc1cccc([C@H](C)c2cnc[nH]2)c1C,3.1,"1  15  8
1  6  8
11  12  8
2  13  8
2  15  8
3  7  6
4  5  8
4  9  8
5  8  8
6  13  8
8  11  8
9  12  8",
440791106,5743,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00082,dexamethasone,20210312,20210312,Curation Efforts|Governmental Organizations,LT00082,dexamethasone,3.0,Adverse reactions,Ambiguous DILI-concern,1.0,5743,1.0,805.0,6.0,3.0,2.0,AAADceB4OQAAAAAAAAAAAAAAAAAAAYAAAAAwYIAAAAAAAGDAAAAAGwAACAAAD1SggAICAAAAAgCIAqBSAAIAAAAgAAAICAFAAEgAEBIAAQAAQAAFgAAIAYPIzPDPgAAAAAAAAADAAAYAADAAAYAADAAAAA==,"(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one","(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one","(8<I>S</I>,9<I>R</I>,10<I>S</I>,11<I>S</I>,13<I>S</I>,14<I>S</I>,16<I>R</I>,17<I>R</I>)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one","(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one","(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoranyl-10,13,16-trimethyl-11,17-bis(oxidanyl)-17-(2-oxidanylethanoyl)-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one","(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-17-glycoloyl-11,17-dihydroxy-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one","InChI=1S/C22H29FO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,17+,19+,20+,21+,22+/m1/s1",UREBDLICKHMUKA-CXSFZGCWSA-N,1.9,392.19990218,C22H29FO5,392.5,94.8,392.19990218,0.0,28.0,8.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,"10  1  6
14  22  6
16  23  5
11  2  6
15  3  5
7  18  5
8  29  6
9  30  5",
440791105,5311065,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00896,DESMOPRESSIN,20250421,20210312,Curation Efforts|Governmental Organizations,LT00896,desmopressin,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,5311065,1.0,2040.0,15.0,13.0,19.0,AAADcfB//ABgAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAAABQAAAHgQQCAAADCzF2ASxBoPAAgCoAiFSNAACAAEgIAAIiIGOCIgIZjqC0TOUcAAk1hGImAedy6COIAAAAAAAAABAAAAAAAAAAAAAAAAAAA==,"(2S)-1-[(4R,7S,10S,13S,16S)-7-(2-amino-2-oxo-ethyl)-10-(3-amino-3-oxo-propyl)-13-benzyl-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carbonyl]-N-[(1R)-1-[(2-amino-2-oxo-ethyl)carbamoyl]-4-guanidino-butyl]pyrrolidine-2-carboxamide","(2S)-N-[(2R)-1-[(2-amino-2-oxoethyl)amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]-1-[[(4R,7S,10S,13S,16S)-7-(2-amino-2-oxoethyl)-10-(3-amino-3-oxopropyl)-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentaoxo-13-(phenylmethyl)-1,2-dithia-5,8,11,14,17-pentazacycloeicos-4-yl]-oxomethyl]-2-pyrrolidinecarboxamide","(2<I>S</I>)-<I>N</I>-[(2<I>R</I>)-1-[(2-amino-2-oxoethyl)amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]-1-[(4<I>R</I>,7<I>S</I>,10<I>S</I>,13<I>S</I>,16<I>S</I>)-7-(2-amino-2-oxoethyl)-10-(3-amino-3-oxopropyl)-13-benzyl-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carbonyl]pyrrolidine-2-carboxamide","(2S)-N-[(2R)-1-[(2-amino-2-oxoethyl)amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]-1-[(4R,7S,10S,13S,16S)-7-(2-amino-2-oxoethyl)-10-(3-amino-3-oxopropyl)-13-benzyl-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carbonyl]pyrrolidine-2-carboxamide","(2S)-N-[(2R)-1-[(2-azanyl-2-oxidanylidene-ethyl)amino]-5-[bis(azanyl)methylideneamino]-1-oxidanylidene-pentan-2-yl]-1-[[(4R,7S,10S,13S,16S)-7-(2-azanyl-2-oxidanylidene-ethyl)-10-(3-azanyl-3-oxidanylidene-propyl)-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentakis(oxidanylidene)-13-(phenylmethyl)-1,2-dithia-5,8,11,14,17-pentazacycloicos-4-yl]carbonyl]pyrrolidine-2-carboxamide","(2S)-1-[(4R,7S,10S,13S,16S)-7-(2-amino-2-keto-ethyl)-10-(3-amino-3-keto-propyl)-13-benzyl-16-(4-hydroxybenzyl)-6,9,12,15,18-pentaketo-1,2-dithia-5,8,11,14,17-pentazacycloeicosane-4-carbonyl]-N-[(1R)-1-[(2-amino-2-keto-ethyl)carbamoyl]-4-guanidino-butyl]pyrrolidine-2-carboxamide","InChI=1S/C46H64N14O12S2/c47-35(62)15-14-29-40(67)58-32(22-36(48)63)43(70)59-33(45(72)60-18-5-9-34(60)44(71)56-28(8-4-17-52-46(50)51)39(66)53-23-37(49)64)24-74-73-19-16-38(65)54-30(21-26-10-12-27(61)13-11-26)41(68)57-31(42(69)55-29)20-25-6-2-1-3-7-25/h1-3,6-7,10-13,28-34,61H,4-5,8-9,14-24H2,(H2,47,62)(H2,48,63)(H2,49,64)(H,53,66)(H,54,65)(H,55,69)(H,56,71)(H,57,68)(H,58,67)(H,59,70)(H4,50,51,52)/t28-,29+,30+,31+,32+,33+,34+/m1/s1",NFLWUMRGJYTJIN-PNIOQBSNSA-N,,1068.42695588,C46H64N14O12S2,1069.2,489.0,1068.42695588,0.0,74.0,7.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,-4.0,"36  16  5
29  33  6
35  34  6
42  44  5
45  48  5
50  54  6
55  59  5
62  65  8
62  66  8
64  67  8
64  68  8
65  69  8
66  70  8
67  72  8
68  73  8
69  71  8
70  71  8
72  74  8
73  74  8",
440791104,2995,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01265,desipramine,20231222,20210312,Curation Efforts|Governmental Organizations,LT01265,desipramine,3.0,Adverse reactions,Ambiguous DILI-concern,1.0,2995,1.0,267.0,2.0,1.0,4.0,AAADceB7AAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAABYAAAAABQAAAHAAQAAAADAjBGAQywIPAAACAAiRCQACCAAAhAgAIiIAIZIgIIGLA0ZGEIAhgkADIyAcQgMAOAAAAAAACAAAAAAAAAAQAAAAAAAAAAA==,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methyl-propan-1-amine","3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methyl-1-propanamine","3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-<I>N</I>-methylpropan-1-amine","3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methylpropan-1-amine","3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methyl-propan-1-amine","3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl-methyl-amine","InChI=1S/C18H22N2/c1-19-13-6-14-20-17-9-4-2-7-15(17)11-12-16-8-3-5-10-18(16)20/h2-5,7-10,19H,6,11-14H2,1H3",HCYAFALTSJYZDH-UHFFFAOYSA-N,4.9,266.17829871,C18H22N2,266.4,15.3,266.17829871,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CNCCCN1c2ccccc2CCc2ccccc21,,"11  16  8
12  17  8
13  18  8
14  19  8
16  18  8
17  19  8
5  11  8
5  8  8
6  12  8
6  9  8
8  13  8
9  14  8",
440791103,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01347,Denileukin diftitox,20210312,20210312,Curation Efforts|Governmental Organizations,LT01347,denileukin diftitox,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440791102,5625,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00996,Delavirdine,20231222,20210312,Curation Efforts|Governmental Organizations,LT00996,delavirdine,5.0,Adverse reactions,Ambiguous DILI-concern,2.0,5625,1.0,749.0,7.0,3.0,6.0,AAADceB7sABAAAAAAAAAAAAAAAAAAWAAAAA8WIAAAAAAAFgB/AAAHgQQQAAADCjBngS/8PPJkAKoAzd3dHCCgCk3EiAJ2aG4dNiIYPLAnbGUIQholgLIyacYiYCeAACAQAACAAAAAQCAAAQAAAAAAAAAAA==,N-[2-[4-[3-(isopropylamino)-2-pyridyl]piperazine-1-carbonyl]-1H-indol-5-yl]methanesulfonamide,N-[2-[oxo-[4-[3-(propan-2-ylamino)-2-pyridinyl]-1-piperazinyl]methyl]-1H-indol-5-yl]methanesulfonamide,<I>N</I>-[2-[4-[3-(propan-2-ylamino)pyridin-2-yl]piperazine-1-carbonyl]-1<I>H</I>-indol-5-yl]methanesulfonamide,N-[2-[4-[3-(propan-2-ylamino)pyridin-2-yl]piperazine-1-carbonyl]-1H-indol-5-yl]methanesulfonamide,N-[2-[4-[3-(propan-2-ylamino)pyridin-2-yl]piperazin-1-yl]carbonyl-1H-indol-5-yl]methanesulfonamide,N-[2-[4-[3-(isopropylamino)-2-pyridyl]piperazine-1-carbonyl]-1H-indol-5-yl]methanesulfonamide,"InChI=1S/C22H28N6O3S/c1-15(2)24-19-5-4-8-23-21(19)27-9-11-28(12-10-27)22(29)20-14-16-13-17(26-32(3,30)31)6-7-18(16)25-20/h4-8,13-15,24-26H,9-12H2,1-3H3",WHBIGIKBNXZKFE-UHFFFAOYSA-N,,456.19435995,C22H28N6O3S,456.6,119.0,456.19435995,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,2.4,"15  18  8
17  19  8
18  23  8
19  20  8
20  21  8
20  24  8
21  25  8
23  28  8
24  27  8
25  29  8
26  28  8
27  29  8
7  17  8
7  21  8
9  15  8
9  26  8",
